Address,District,City,Country,Latitude,Longitude
Phường Ka Long,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.531204,107.960632
Phường Trần Phú,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.534132,107.971892
Phường Ninh Dương,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.515082,107.957453
Phường Hoà Lạc,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.520004,107.966037
Phường Trà Cổ,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.486776,108.03872
Xã Hải Sơn,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.637483,107.76428
Xã Bắc Sơn,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.596265,107.888052
Xã Hải Đông,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.541723,107.881923
Xã Hải Tiến,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.537512,107.85539
Phường Hải Yên,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.532029,107.93013
Xã Quảng Nghĩa,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.533059,107.795813
Phường Hải Hoà,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.52551,108.000912
Xã Hải Xuân,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.502113,107.97776
Xã Vạn Ninh,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.486247,107.949868
Phường Bình Ngọc,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.464569,107.992733
Xã Vĩnh Trung,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.3716,107.898501
Xã Vĩnh Thực,Thành phố Móng Cái,Tỉnh Quảng Ninh,Việt Nam,21.385615,107.96612
Phường Mông Dương,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.056164,107.323242
Phường Cửa Ông,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.030914,107.365725
Phường Cẩm Sơn,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.002812,107.311921
Phường Cẩm Đông,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.012051,107.296858
Phường Cẩm Phú,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.012738,107.333808
Phường Cẩm Tây,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.013974,107.287724
Phường Quang Hanh,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,20.996652,107.208399
Phường Cẩm Thịnh,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.005911,107.343006
Phường Cẩm Thủy,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.010223,107.262703
Phường Cẩm Thạch,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.008591,107.25376
Phường Cẩm Thành,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.011465,107.279161
Phường Cẩm Trung,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.007129,107.268743
Phường Cẩm Bình,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.00647,107.286309
Xã Cộng Hòa,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.153777,107.357666
Xã Cẩm Hải,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.099032,107.356974
Xã Dương Huy,Thành phố Cẩm Phả,Tỉnh Quảng Ninh,Việt Nam,21.047555,107.243312
Phường Vàng Danh,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.099275,106.796183
Phường Thanh Sơn,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.041648,106.75656
Phường Bắc Sơn,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.047524,106.792809
Phường Quang Trung,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.035965,106.776524
Phường Trưng Vương,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.030659,106.795728
Phường Nam Khê,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.027091,106.7112
Phường Yên Thanh,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.032494,106.75642
Xã Thượng Yên Công,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.106674,106.71565
Phường Phương Đông,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.039976,106.731587
Phường Phương Nam,Thành phố Uông Bí,Tỉnh Quảng Ninh,Việt Nam,21.027091,106.7112
Thị trấn Bình Liêu,Huyện Bình Liêu,Tỉnh Quảng Ninh,Việt Nam,21.526171,107.4006
Xã Hoành Mô,Huyện Bình Liêu,Tỉnh Quảng Ninh,Việt Nam,21.596199,107.488549
Xã Đồng Tâm,Huyện Bình Liêu,Tỉnh Quảng Ninh,Việt Nam,21.582386,107.462201
Xã Đồng Văn,Huyện Bình Liêu,Tỉnh Quảng Ninh,Việt Nam,21.588283,107.542734
Xã Vô Ngại,Huyện Bình Liêu,Tỉnh Quảng Ninh,Việt Nam,21.485773,107.382634
Xã Lục Hồn,Huyện Bình Liêu,Tỉnh Quảng Ninh,Việt Nam,21.539481,107.447772
Xã Húc Động,Huyện Bình Liêu,Tỉnh Quảng Ninh,Việt Nam,21.482151,107.48026
Thị trấn Tiên Yên,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.331648,107.400361
Xã Hà Lâu,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.440639,107.282564
Xã Đại Dực,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.419223,107.451654
Xã Phong Dụ,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.395768,107.371119
Xã Điền Xá,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.372182,107.304555
Xã Đông Ngũ,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.338312,107.479552
Xã Yên Than,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.352768,107.355543
Xã Đông Hải,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.336973,107.498463
Xã Hải Lạng,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.296051,107.361434
Xã Tiên Lãng,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.32154,107.417364
Xã Đồng Rui,Huyện Tiên Yên,Tỉnh Quảng Ninh,Việt Nam,21.232082,107.404339
Thị trấn Đầm Hà,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.353764,107.591478
Xã Quảng Lâm,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.434915,107.60807
Xã Quảng An,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.391305,107.541236
Xã Tân Bình,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.364061,107.619475
Xã Dực Yên,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.355366,107.533625
Xã Quảng Tân,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.362518,107.590144
Xã Đầm Hà,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.353764,107.591478
Xã Tân Lập,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.331576,107.581119
Xã Đại Bình,Huyện Đầm Hà,Tỉnh Quảng Ninh,Việt Nam,21.328854,107.562754
Thị trấn Quảng Hà,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.449806,107.754866
Xã Quảng Đức,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.554585,107.726537
Xã Quảng Sơn,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.523588,107.66994
Xã Quảng Thành,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.488643,107.749916
Xã Quảng Thịnh,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.472896,107.719186
Xã Quảng Minh,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.451099,107.764064
Xã Quảng Chính,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.456584,107.743218
Xã Quảng Long,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.455626,107.706765
Xã Đường Hoa,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.414552,107.652021
Xã Quảng Phong,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.425356,107.713529
Xã Cái Chiên,Huyện Hải Hà,Tỉnh Quảng Ninh,Việt Nam,21.318064,107.748008
Thị trấn Ba Chẽ,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.273374,107.282699
Xã Thanh Sơn,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.295631,107.223924
Xã Thanh Lâm,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.329781,107.154336
Xã Đạp Thanh,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.279354,107.102497
Xã Nam Sơn,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.268045,107.317892
Xã Lương Mông,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.254515,107.023607
Xã Đồn Đạc,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.205341,107.235645
Xã Minh Cầm,Huyện Ba Chẽ,Tỉnh Quảng Ninh,Việt Nam,21.254015,107.051751
Thị trấn Cái Rồng,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,21.070357,107.421103
Xã Đài Xuyên,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,21.199066,107.471483
Xã Bình Dân,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,21.142707,107.444355
Xã Vạn Yên,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,21.135333,107.497949
Xã Minh Châu,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,20.937778,107.546568
Xã Đoàn Kết,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,21.084157,107.405783
Xã Hạ Long,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,21.082538,107.439262
Xã Đông Xá,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,21.056318,107.409575
Xã Bản Sen,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,20.967952,107.470761
Xã Thắng Lợi,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,20.884689,107.313036
Xã Quan Lạn,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,20.87571,107.489726
Xã Ngọc Vừng,Huyện Vân Đồn,Tỉnh Quảng Ninh,Việt Nam,20.834509,107.356702
Phường Mạo Khê,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.058854,106.585304
Phường Đông Triều,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.08379,106.513361
Xã An Sinh,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.128632,106.525582
Xã Tràng Lương,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.11609,106.629662
Xã Bình Khê,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.10783,106.575704
Xã Việt Dân,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.099652,106.500686
Xã Tân Việt,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.113002,106.520641
Xã Bình Dương,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.108364,106.475919
Phường Đức Chính,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.085599,106.522743
Phường Tràng An,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.100523,106.539798
Xã Nguyễn Huệ,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.090164,106.459432
Xã Thủy An,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.085465,106.486245
Phường Xuân Sơn,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.076673,106.544603
Xã Hồng Thái Tây,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.04737,106.661943
Xã Hồng Thái Đông,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.044872,106.690512
Phường Hoàng Quế,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.052619,106.642452
Phường Yên Thọ,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.054589,106.620829
Phường Hồng Phong,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.074249,106.50143
Phường Kim Sơn,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.071134,106.568777
Phường Hưng Đạo,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.067194,106.527651
Xã Yên Đức,Thị xã Đông Triều,Tỉnh Quảng Ninh,Việt Nam,21.030586,106.622443
Phường Quảng Yên,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.94174,106.798394
Phường Đông Mai,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,21.005286,106.832903
Phường Minh Thành,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,21.00636,106.861766
Xã Sông Khoai,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.980957,106.822769
Xã Hiệp Hòa,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.952363,106.80471
Phường Cộng Hòa,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.957088,106.830766
Xã Tiền An,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.932846,106.839683
Xã Hoàng Tân,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.922347,106.907999
Phường Tân An,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.927888,106.869015
Phường Yên Giang,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.94497,106.793542
Phường Nam Hoà,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.923492,106.796861
Phường Hà An,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.920965,106.857134
Xã Cẩm La,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.905173,106.812427
Phường Phong Hải,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.903139,106.822687
Phường Yên Hải,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.905913,106.799134
Xã Liên Hòa,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.881646,106.839992
Phường Phong Cốc,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.898024,106.8071
Xã Liên Vị,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.874106,106.834661
Xã Tiền Phong,Thị xã Quảng Yên,Tỉnh Quảng Ninh,Việt Nam,20.851309,106.848537
Thị trấn Cô Tô,Huyện Cô Tô,Tỉnh Quảng Ninh,Việt Nam,20.9743835,107.7650525
Xã Đồng Tiến,Huyện Cô Tô,Tỉnh Quảng Ninh,Việt Nam,21.000314,107.755743
Xã Thanh Lân,Huyện Cô Tô,Tỉnh Quảng Ninh,Việt Nam,21.000282,107.816755
Phường Thọ Xương,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.294915,106.19657
Phường Trần Nguyên Hãn,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.286392,106.200176
Phường Ngô Quyền,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.27958,106.194698
Phường Hoàng Văn Thụ,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.278345,106.203973
Phường Trần Phú,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.277192,106.187132
Phường Mỹ Độ,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.273402,106.180227
Phường Lê Lợi,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.271566,106.19848
Xã Song Mai,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.304102,106.182371
Phường Xương Giang,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.289524,106.208685
Phường Đa Mai,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.281994,106.176082
Phường Dĩnh Kế,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.2818,106.217476
Xã Dĩnh Trì,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.277931,106.193881
Xã Tân Mỹ,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.277931,106.193881
Xã Đồng Sơn,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.277931,106.193881
Xã Tân Tiến,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.277931,106.193881
Xã Song Khê,Thành phố Bắc Giang,Tỉnh Bắc Giang,Việt Nam,21.277931,106.193881
Xã Đồng Tiến,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.526288,106.107183
Xã Canh Nậu,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.571504,106.09939
Xã Xuân Lương,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.559844,106.062131
Xã Tam Tiến,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.531034,106.110617
Xã Đồng Vương,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.511422,106.146007
Xã Đồng Hưu,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.482457,106.211155
Xã Đồng Tâm,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.475008,106.137136
Xã Tam Hiệp,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.484215,106.124078
Xã Tiến Thắng,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.497011,106.083198
Xã Hồng Kỳ,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.485409,106.158314
Xã Đồng Lạc,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.448225,106.146268
Xã Đông Sơn,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.456551,106.245978
Xã Tân Hiệp,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.469726,106.10831
Xã Hương Vĩ,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.473468,106.206399
Xã Đồng Kỳ,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.460895,106.185413
Xã An Thượng,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.459694,106.081291
Thị trấn Phồn Xương,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.458259,106.12111
Xã Tân Sỏi,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.448437,106.167021
Thị trấn Bố Hạ,Huyện Yên Thế,Tỉnh Bắc Giang,Việt Nam,21.441932,106.185621
Xã Lan Giới,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.44994,106.063711
Thị trấn Nhã Nam,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.443383,106.09119
Xã Tân Trung,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.433117,106.110341
Xã Đại Hóa,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.434009,106.05308
Xã Quang Tiến,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.437717,106.07639
Xã Phúc Sơn,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.427523,106.037761
Xã An Dương,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.420773,106.093456
Xã Phúc Hòa,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.407755,106.134147
Xã Liên Sơn,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.412001,106.112897
Xã Hợp Đức,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.392586,106.160533
Xã Lam Cốt,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.402641,106.058245
Xã Cao Xá,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.358838,106.123436
Thị trấn Cao Thượng,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.38059,106.13627
Xã Việt Ngọc,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.370259,106.021565
Xã Song Vân,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.3657,106.066901
Xã Ngọc Châu,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.366946,106.100929
Xã Ngọc Vân,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.36539,106.04844
Xã Việt Lập,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.34615,106.152106
Xã Liên Chung,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.350704,106.185472
Xã Ngọc Thiện,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.349038,106.075587
Xã Ngọc Lý,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.340461,106.12692
Xã Quế Nham,Huyện Tân Yên,Tỉnh Bắc Giang,Việt Nam,21.331167,106.176192
Thị trấn Vôi,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.338572,106.253578
Xã Nghĩa Hòa,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.441051,106.242113
Xã Nghĩa Hưng,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.446466,106.206566
Xã Quang Thịnh,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.439874,106.274902
Xã Hương Sơn,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.415767,106.300395
Xã Đào Mỹ,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.427714,106.203147
Xã Tiên Lục,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.403497,106.199791
Xã An Hà,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.419122,106.244738
Thị trấn Kép,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.406432,106.280756
Xã Mỹ Hà,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.402958,106.176988
Xã Hương Lạc,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.389199,106.261875
Xã Dương Đức,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.364885,106.182023
Xã Tân Thanh,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.368559,106.22943
Xã Yên Mỹ,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.363061,106.266456
Xã Tân Hưng,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.355573,106.290742
Xã Mỹ Thái,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.334618,106.215133
Xã Xương Lâm,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.339215,106.275305
Xã Xuân Hương,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.314491,106.20855
Xã Tân Dĩnh,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.312522,106.244658
Xã Đại Lâm,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.293161,106.288551
Xã Thái Đào,Huyện Lạng Giang,Tỉnh Bắc Giang,Việt Nam,21.293322,106.262578
Thị trấn Đồi Ngô,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.299754,106.385912
Xã Đông Hưng,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.359877,106.456083
Xã Đông Phú,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.360115,106.420739
Xã Tam Dị,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.343399,106.389281
Xã Bảo Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.352325,106.346561
Xã Bảo Đài,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.331439,106.363199
Xã Thanh Lâm,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.330085,106.326526
Xã Tiên Nha,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.315384,106.423464
Xã Trường Giang,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.324277,106.479307
Thị trấn Phương Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.304022,106.327594
Xã Chu Điện,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.30427,106.351732
Xã Cương Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.298431,106.424203
Xã Nghĩa Phương,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.283423,106.471543
Xã Vô Tranh,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.288101,106.535922
Xã Bình Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.260633,106.60198
Xã Lan Mẫu,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.27587,106.31705
Xã Yên Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.255816,106.334429
Xã Khám Lạng,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.269236,106.385394
Xã Huyền Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.262207,106.418934
Xã Trường Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.263696,106.568653
Xã Lục Sơn,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.224644,106.595288
Xã Bắc Lũng,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.250962,106.367427
Xã Vũ Xá,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.22689,106.355271
Xã Cẩm Lý,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.212666,106.375739
Xã Đan Hội,Huyện Lục Nam,Tỉnh Bắc Giang,Việt Nam,21.187961,106.33495
Thị trấn Chũ,Huyện Lục Ngạn,Tỉnh Bắc Giang,Việt Nam,21.373345,106.565966
Xã Cấm Sơn,Huyện Lục Ngạn,Tỉnh Bắc Giang,Việt Nam,21.592368,106.589664
Xã Tân Sơn,Huyện Lục Ngạn,Tỉnh Bắc Giang,Việt Nam,21.562796,106.623823
Xã Phong Minh,Huyện Lục Ngạn,Tỉnh Bắc Giang,Việt Nam,21.526256,106.723832
Xã Phong Vân,Huyện Lục Ngạn,Tỉnh Bắc Giang,Việt Nam,21.542321,106.67507
Xã Xa Lý,Huyện Lục Ngạn,Tỉnh Bắc Giang,Việt Nam,21.525155,106.841264
Xã Hộ Đáp,Huyện Lục Ngạn,Tỉnh Bắc Giang,Việt Nam,21.528641,106.619547
